image_name,label,split
staffordshire_bull_terrier_56.jpg,staffordshire_bull_terrier,train
Russian_Blue_81.jpg,Russian_Blue,train
pug_91.jpg,pug,train
havanese_69.jpg,havanese,train
samoyed_52.jpg,samoyed,train
Maine_Coon_13.jpg,Maine_Coon,train
Birman_111.jpg,Birman,train
pomeranian_94.jpg,pomeranian,train
miniature_pinscher_101.jpg,miniature_pinscher,train
Maine_Coon_53.jpg,Maine_Coon,train
Birman_75.jpg,Birman,train
english_cocker_spaniel_154.jpg,english_cocker_spaniel,train
Bengal_27.jpg,Bengal,train
great_pyrenees_125.jpg,great_pyrenees,train
havanese_70.jpg,havanese,train
pug_68.jpg,pug,train
beagle_28.jpg,beagle,train
Abyssinian_135.jpg,Abyssinian,train
german_shorthaired_29.jpg,german_shorthaired,train
Abyssinian_192.jpg,Abyssinian,train
newfoundland_194.jpg,newfoundland,train
leonberger_56.jpg,leonberger,train
boxer_197.jpg,boxer,train
Ragdoll_67.jpg,Ragdoll,train
yorkshire_terrier_30.jpg,yorkshire_terrier,train
english_setter_147.jpg,english_setter,train
shiba_inu_9.jpg,shiba_inu,train
basset_hound_42.jpg,basset_hound,train
havanese_22.jpg,havanese,train
leonberger_65.jpg,leonberger,train
Bengal_150.jpg,Bengal,train
wheaten_terrier_127.jpg,wheaten_terrier,train
beagle_168.jpg,beagle,train
miniature_pinscher_99.jpg,miniature_pinscher,train
saint_bernard_125.jpg,saint_bernard,train
american_bulldog_171.jpg,american_bulldog,train
american_pit_bull_terrier_196.jpg,american_pit_bull_terrier,train
american_pit_bull_terrier_31.jpg,american_pit_bull_terrier,train
yorkshire_terrier_118.jpg,yorkshire_terrier,train
Russian_Blue_51.jpg,Russian_Blue,train
japanese_chin_132.jpg,japanese_chin,train
saint_bernard_103.jpg,saint_bernard,train
keeshond_60.jpg,keeshond,train
British_Shorthair_63.jpg,British_Shorthair,train
german_shorthaired_112.jpg,german_shorthaired,train
leonberger_58.jpg,leonberger,train
Ragdoll_166.jpg,Ragdoll,train
Bengal_188.jpg,Bengal,train
japanese_chin_133.jpg,japanese_chin,train
Abyssinian_24.jpg,Abyssinian,train
great_pyrenees_97.jpg,great_pyrenees,train
japanese_chin_105.jpg,japanese_chin,train
basset_hound_119.jpg,basset_hound,train
newfoundland_49.jpg,newfoundland,train
scottish_terrier_47.jpg,scottish_terrier,train
Maine_Coon_69.jpg,Maine_Coon,train
great_pyrenees_132.jpg,great_pyrenees,train
scottish_terrier_177.jpg,scottish_terrier,train
Bombay_26.jpg,Bombay,train
newfoundland_30.jpg,newfoundland,train
Maine_Coon_82.jpg,Maine_Coon,train
shiba_inu_75.jpg,shiba_inu,train
Birman_67.jpg,Birman,train
boxer_90.jpg,boxer,train
keeshond_195.jpg,keeshond,train
Maine_Coon_137.jpg,Maine_Coon,train
beagle_154.jpg,beagle,train
japanese_chin_181.jpg,japanese_chin,train
Bengal_166.jpg,Bengal,train
beagle_7.jpg,beagle,train
pomeranian_38.jpg,pomeranian,train
havanese_175.jpg,havanese,train
Bengal_60.jpg,Bengal,train
Egyptian_Mau_90.jpg,Egyptian_Mau,train
shiba_inu_177.jpg,shiba_inu,train
english_cocker_spaniel_152.jpg,english_cocker_spaniel,train
basset_hound_29.jpg,basset_hound,train
staffordshire_bull_terrier_186.jpg,staffordshire_bull_terrier,train
Birman_193.jpg,Birman,train
Birman_167.jpg,Birman,train
havanese_94.jpg,havanese,train
Ragdoll_265.jpg,Ragdoll,train
pug_17.jpg,pug,train
keeshond_193.jpg,keeshond,train
leonberger_28.jpg,leonberger,train
havanese_83.jpg,havanese,train
german_shorthaired_117.jpg,german_shorthaired,train
keeshond_15.jpg,keeshond,train
pomeranian_91.jpg,pomeranian,train
pug_201.jpg,pug,train
japanese_chin_172.jpg,japanese_chin,train
Birman_197.jpg,Birman,train
Maine_Coon_105.jpg,Maine_Coon,train
Siamese_109.jpg,Siamese,train
Birman_8.jpg,Birman,train
pomeranian_58.jpg,pomeranian,train
english_cocker_spaniel_199.jpg,english_cocker_spaniel,train
saint_bernard_56.jpg,saint_bernard,train
Egyptian_Mau_146.jpg,Egyptian_Mau,train
beagle_38.jpg,beagle,train
Abyssinian_44.jpg,Abyssinian,train
saint_bernard_190.jpg,saint_bernard,train
Bengal_12.jpg,Bengal,train
american_bulldog_50.jpg,american_bulldog,train
scottish_terrier_128.jpg,scottish_terrier,train
Sphynx_78.jpg,Sphynx,train
newfoundland_125.jpg,newfoundland,train
Ragdoll_118.jpg,Ragdoll,train
havanese_96.jpg,havanese,train
yorkshire_terrier_52.jpg,yorkshire_terrier,train
shiba_inu_21.jpg,shiba_inu,train
staffordshire_bull_terrier_125.jpg,staffordshire_bull_terrier,train
saint_bernard_30.jpg,saint_bernard,train
yorkshire_terrier_54.jpg,yorkshire_terrier,train
english_setter_158.jpg,english_setter,train
chihuahua_81.jpg,chihuahua,train
Bengal_114.jpg,Bengal,train
Persian_160.jpg,Persian,train
Egyptian_Mau_31.jpg,Egyptian_Mau,train
basset_hound_128.jpg,basset_hound,train
Russian_Blue_185.jpg,Russian_Blue,train
boxer_73.jpg,boxer,train
keeshond_78.jpg,keeshond,train
miniature_pinscher_32.jpg,miniature_pinscher,train
wheaten_terrier_108.jpg,wheaten_terrier,train
american_bulldog_124.jpg,american_bulldog,train
basset_hound_170.jpg,basset_hound,train
Abyssinian_11.jpg,Abyssinian,train
miniature_pinscher_113.jpg,miniature_pinscher,train
boxer_19.jpg,boxer,train
german_shorthaired_78.jpg,german_shorthaired,train
great_pyrenees_86.jpg,great_pyrenees,train
Ragdoll_48.jpg,Ragdoll,train
american_pit_bull_terrier_184.jpg,american_pit_bull_terrier,train
havanese_2.jpg,havanese,train
miniature_pinscher_112.jpg,miniature_pinscher,train
saint_bernard_71.jpg,saint_bernard,train
keeshond_104.jpg,keeshond,train
scottish_terrier_2.jpg,scottish_terrier,train
boxer_91.jpg,boxer,train
havanese_170.jpg,havanese,train
japanese_chin_32.jpg,japanese_chin,train
pomeranian_103.jpg,pomeranian,train
german_shorthaired_55.jpg,german_shorthaired,train
British_Shorthair_46.jpg,British_Shorthair,train
Bombay_42.jpg,Bombay,train
english_setter_115.jpg,english_setter,train
wheaten_terrier_186.jpg,wheaten_terrier,train
Egyptian_Mau_26.jpg,Egyptian_Mau,train
havanese_141.jpg,havanese,train
Russian_Blue_9.jpg,Russian_Blue,train
english_cocker_spaniel_92.jpg,english_cocker_spaniel,train
chihuahua_180.jpg,chihuahua,train
Sphynx_165.jpg,Sphynx,train
Ragdoll_1.jpg,Ragdoll,train
Abyssinian_95.jpg,Abyssinian,train
Abyssinian_111.jpg,Abyssinian,train
staffordshire_bull_terrier_26.jpg,staffordshire_bull_terrier,train
english_setter_179.jpg,english_setter,train
pomeranian_65.jpg,pomeranian,train
British_Shorthair_86.jpg,British_Shorthair,train
english_setter_12.jpg,english_setter,train
wheaten_terrier_28.jpg,wheaten_terrier,train
Birman_131.jpg,Birman,train
leonberger_136.jpg,leonberger,train
samoyed_183.jpg,samoyed,train
chihuahua_144.jpg,chihuahua,train
japanese_chin_27.jpg,japanese_chin,train
Persian_63.jpg,Persian,train
great_pyrenees_168.jpg,great_pyrenees,train
Maine_Coon_206.jpg,Maine_Coon,train
Bengal_64.jpg,Bengal,train
shiba_inu_106.jpg,shiba_inu,train
great_pyrenees_1.jpg,great_pyrenees,train
Persian_261.jpg,Persian,train
Russian_Blue_149.jpg,Russian_Blue,train
staffordshire_bull_terrier_132.jpg,staffordshire_bull_terrier,train
shiba_inu_190.jpg,shiba_inu,train
keeshond_72.jpg,keeshond,train
Egyptian_Mau_167.jpg,Egyptian_Mau,train
leonberger_22.jpg,leonberger,train
Egyptian_Mau_186.jpg,Egyptian_Mau,train
chihuahua_139.jpg,chihuahua,train
leonberger_123.jpg,leonberger,train
english_cocker_spaniel_133.jpg,english_cocker_spaniel,train
Egyptian_Mau_198.jpg,Egyptian_Mau,train
chihuahua_12.jpg,chihuahua,train
japanese_chin_50.jpg,japanese_chin,train
keeshond_11.jpg,keeshond,train
scottish_terrier_173.jpg,scottish_terrier,train
British_Shorthair_56.jpg,British_Shorthair,train
great_pyrenees_190.jpg,great_pyrenees,train
german_shorthaired_190.jpg,german_shorthaired,train
Russian_Blue_170.jpg,Russian_Blue,train
Egyptian_Mau_18.jpg,Egyptian_Mau,train
american_pit_bull_terrier_62.jpg,american_pit_bull_terrier,train
Ragdoll_95.jpg,Ragdoll,train
Persian_239.jpg,Persian,train
Ragdoll_132.jpg,Ragdoll,train
beagle_66.jpg,beagle,train
shiba_inu_210.jpg,shiba_inu,train
american_bulldog_203.jpg,american_bulldog,train
english_cocker_spaniel_146.jpg,english_cocker_spaniel,train
great_pyrenees_127.jpg,great_pyrenees,train
British_Shorthair_270.jpg,British_Shorthair,train
saint_bernard_75.jpg,saint_bernard,train
english_cocker_spaniel_159.jpg,english_cocker_spaniel,train
pug_191.jpg,pug,train
boxer_41.jpg,boxer,train
Persian_51.jpg,Persian,train
keeshond_98.jpg,keeshond,train
Persian_77.jpg,Persian,train
shiba_inu_30.jpg,shiba_inu,train
Russian_Blue_160.jpg,Russian_Blue,train
Russian_Blue_146.jpg,Russian_Blue,train
chihuahua_77.jpg,chihuahua,train
wheaten_terrier_6.jpg,wheaten_terrier,train
miniature_pinscher_100.jpg,miniature_pinscher,train
american_bulldog_172.jpg,american_bulldog,train
Persian_19.jpg,Persian,train
american_pit_bull_terrier_12.jpg,american_pit_bull_terrier,train
Russian_Blue_130.jpg,Russian_Blue,train
english_setter_62.jpg,english_setter,train
Russian_Blue_211.jpg,Russian_Blue,train
pug_80.jpg,pug,train
Persian_147.jpg,Persian,train
Siamese_128.jpg,Siamese,train
wheaten_terrier_121.jpg,wheaten_terrier,train
japanese_chin_137.jpg,japanese_chin,train
english_setter_66.jpg,english_setter,train
Sphynx_47.jpg,Sphynx,train
wheaten_terrier_38.jpg,wheaten_terrier,train
Persian_67.jpg,Persian,train
havanese_117.jpg,havanese,train
japanese_chin_7.jpg,japanese_chin,train
Persian_259.jpg,Persian,train
keeshond_85.jpg,keeshond,train
Abyssinian_106.jpg,Abyssinian,train
Russian_Blue_35.jpg,Russian_Blue,train
english_setter_104.jpg,english_setter,train
Ragdoll_143.jpg,Ragdoll,train
Russian_Blue_124.jpg,Russian_Blue,train
german_shorthaired_40.jpg,german_shorthaired,train
Birman_155.jpg,Birman,train
Birman_74.jpg,Birman,train
miniature_pinscher_41.jpg,miniature_pinscher,train
german_shorthaired_27.jpg,german_shorthaired,train
samoyed_119.jpg,samoyed,train
german_shorthaired_183.jpg,german_shorthaired,train
american_pit_bull_terrier_203.jpg,american_pit_bull_terrier,train
Bombay_15.jpg,Bombay,train
english_cocker_spaniel_123.jpg,english_cocker_spaniel,train
Abyssinian_33.jpg,Abyssinian,train
scottish_terrier_21.jpg,scottish_terrier,train
havanese_103.jpg,havanese,train
english_setter_38.jpg,english_setter,train
newfoundland_98.jpg,newfoundland,train
keeshond_129.jpg,keeshond,train
keeshond_84.jpg,keeshond,train
english_setter_168.jpg,english_setter,train
Russian_Blue_128.jpg,Russian_Blue,train
german_shorthaired_145.jpg,german_shorthaired,train
Abyssinian_54.jpg,Abyssinian,train
yorkshire_terrier_8.jpg,yorkshire_terrier,train
Sphynx_115.jpg,Sphynx,train
english_setter_76.jpg,english_setter,train
Sphynx_139.jpg,Sphynx,train
japanese_chin_81.jpg,japanese_chin,train
english_cocker_spaniel_91.jpg,english_cocker_spaniel,train
samoyed_85.jpg,samoyed,train
havanese_1.jpg,havanese,train
havanese_166.jpg,havanese,train
staffordshire_bull_terrier_74.jpg,staffordshire_bull_terrier,train
havanese_135.jpg,havanese,train
saint_bernard_40.jpg,saint_bernard,train
Siamese_19.jpg,Siamese,train
saint_bernard_106.jpg,saint_bernard,train
beagle_21.jpg,beagle,train
japanese_chin_58.jpg,japanese_chin,train
beagle_37.jpg,beagle,train
american_bulldog_111.jpg,american_bulldog,train
Abyssinian_201.jpg,Abyssinian,train
havanese_128.jpg,havanese,train
shiba_inu_208.jpg,shiba_inu,train
Sphynx_228.jpg,Sphynx,train
Siamese_41.jpg,Siamese,train
wheaten_terrier_86.jpg,wheaten_terrier,train
pomeranian_125.jpg,pomeranian,train
Egyptian_Mau_50.jpg,Egyptian_Mau,train
pug_169.jpg,pug,train
american_pit_bull_terrier_113.jpg,american_pit_bull_terrier,train
Egyptian_Mau_110.jpg,Egyptian_Mau,train
english_setter_40.jpg,english_setter,train
saint_bernard_48.jpg,saint_bernard,train
leonberger_183.jpg,leonberger,train
chihuahua_107.jpg,chihuahua,train
saint_bernard_1.jpg,saint_bernard,train
beagle_176.jpg,beagle,train
scottish_terrier_116.jpg,scottish_terrier,train
scottish_terrier_41.jpg,scottish_terrier,train
miniature_pinscher_37.jpg,miniature_pinscher,train
Siamese_72.jpg,Siamese,train
leonberger_177.jpg,leonberger,train
american_bulldog_175.jpg,american_bulldog,train
english_setter_55.jpg,english_setter,train
leonberger_85.jpg,leonberger,train
newfoundland_75.jpg,newfoundland,train
pomeranian_193.jpg,pomeranian,train
staffordshire_bull_terrier_32.jpg,staffordshire_bull_terrier,train
newfoundland_33.jpg,newfoundland,train
basset_hound_56.jpg,basset_hound,train
Maine_Coon_164.jpg,Maine_Coon,train
beagle_148.jpg,beagle,train
Russian_Blue_123.jpg,Russian_Blue,train
Birman_45.jpg,Birman,train
boxer_184.jpg,boxer,train
leonberger_26.jpg,leonberger,train
samoyed_21.jpg,samoyed,train
samoyed_152.jpg,samoyed,train
Birman_66.jpg,Birman,train
Bombay_101.jpg,Bombay,train
samoyed_56.jpg,samoyed,train
basset_hound_96.jpg,basset_hound,train
chihuahua_111.jpg,chihuahua,train
Siamese_231.jpg,Siamese,train
yorkshire_terrier_133.jpg,yorkshire_terrier,train
saint_bernard_166.jpg,saint_bernard,train
pomeranian_156.jpg,pomeranian,train
Ragdoll_116.jpg,Ragdoll,train
Egyptian_Mau_207.jpg,Egyptian_Mau,train
german_shorthaired_46.jpg,german_shorthaired,train
basset_hound_52.jpg,basset_hound,train
Bengal_89.jpg,Bengal,train
english_cocker_spaniel_149.jpg,english_cocker_spaniel,train
leonberger_166.jpg,leonberger,train
english_cocker_spaniel_81.jpg,english_cocker_spaniel,train
British_Shorthair_135.jpg,British_Shorthair,train
yorkshire_terrier_104.jpg,yorkshire_terrier,train
japanese_chin_161.jpg,japanese_chin,train
Egyptian_Mau_91.jpg,Egyptian_Mau,train
Bengal_82.jpg,Bengal,train
english_cocker_spaniel_182.jpg,english_cocker_spaniel,train
Bengal_76.jpg,Bengal,train
Egyptian_Mau_151.jpg,Egyptian_Mau,train
leonberger_131.jpg,leonberger,train
pug_14.jpg,pug,train
scottish_terrier_71.jpg,scottish_terrier,train
newfoundland_117.jpg,newfoundland,train
yorkshire_terrier_2.jpg,yorkshire_terrier,train
wheaten_terrier_17.jpg,wheaten_terrier,train
american_pit_bull_terrier_107.jpg,american_pit_bull_terrier,train
yorkshire_terrier_42.jpg,yorkshire_terrier,train
Maine_Coon_112.jpg,Maine_Coon,train
havanese_161.jpg,havanese,train
Bengal_200.jpg,Bengal,train
Bombay_136.jpg,Bombay,train
Bombay_87.jpg,Bombay,train
Siamese_23.jpg,Siamese,train
Bengal_33.jpg,Bengal,train
english_cocker_spaniel_60.jpg,english_cocker_spaniel,train
wheaten_terrier_64.jpg,wheaten_terrier,train
english_cocker_spaniel_71.jpg,english_cocker_spaniel,train
keeshond_99.jpg,keeshond,train
yorkshire_terrier_81.jpg,yorkshire_terrier,train
miniature_pinscher_145.jpg,miniature_pinscher,train
american_bulldog_196.jpg,american_bulldog,train
wheaten_terrier_149.jpg,wheaten_terrier,train
pug_118.jpg,pug,train
boxer_79.jpg,boxer,train
english_cocker_spaniel_52.jpg,english_cocker_spaniel,train
leonberger_157.jpg,leonberger,train
pug_130.jpg,pug,train
Ragdoll_261.jpg,Ragdoll,train
chihuahua_76.jpg,chihuahua,train
saint_bernard_45.jpg,saint_bernard,train
wheaten_terrier_142.jpg,wheaten_terrier,train
Sphynx_251.jpg,Sphynx,train
miniature_pinscher_169.jpg,miniature_pinscher,train
Ragdoll_32.jpg,Ragdoll,train
keeshond_75.jpg,keeshond,train
keeshond_64.jpg,keeshond,train
english_setter_110.jpg,english_setter,train
Ragdoll_203.jpg,Ragdoll,train
american_pit_bull_terrier_75.jpg,american_pit_bull_terrier,train
american_bulldog_167.jpg,american_bulldog,train
german_shorthaired_101.jpg,german_shorthaired,train
Bombay_163.jpg,Bombay,train
samoyed_97.jpg,samoyed,train
japanese_chin_134.jpg,japanese_chin,train
american_pit_bull_terrier_174.jpg,american_pit_bull_terrier,train
Bengal_146.jpg,Bengal,train
pomeranian_155.jpg,pomeranian,train
american_bulldog_135.jpg,american_bulldog,train
english_cocker_spaniel_70.jpg,english_cocker_spaniel,train
english_cocker_spaniel_190.jpg,english_cocker_spaniel,train
Bombay_213.jpg,Bombay,train
boxer_155.jpg,boxer,train
boxer_188.jpg,boxer,train
Maine_Coon_44.jpg,Maine_Coon,train
Maine_Coon_92.jpg,Maine_Coon,train
Siamese_139.jpg,Siamese,train
japanese_chin_97.jpg,japanese_chin,train
samoyed_79.jpg,samoyed,train
miniature_pinscher_76.jpg,miniature_pinscher,train
Bombay_57.jpg,Bombay,train
Abyssinian_112.jpg,Abyssinian,train
British_Shorthair_125.jpg,British_Shorthair,train
basset_hound_113.jpg,basset_hound,train
scottish_terrier_4.jpg,scottish_terrier,train
boxer_113.jpg,boxer,train
miniature_pinscher_71.jpg,miniature_pinscher,train
beagle_105.jpg,beagle,train
Egyptian_Mau_179.jpg,Egyptian_Mau,train
newfoundland_155.jpg,newfoundland,train
basset_hound_93.jpg,basset_hound,train
pug_31.jpg,pug,train
wheaten_terrier_63.jpg,wheaten_terrier,train
leonberger_95.jpg,leonberger,train
British_Shorthair_3.jpg,British_Shorthair,train
pomeranian_185.jpg,pomeranian,train
Ragdoll_112.jpg,Ragdoll,train
great_pyrenees_34.jpg,great_pyrenees,train
newfoundland_146.jpg,newfoundland,train
english_cocker_spaniel_185.jpg,english_cocker_spaniel,train
great_pyrenees_177.jpg,great_pyrenees,train
pug_54.jpg,pug,train
miniature_pinscher_46.jpg,miniature_pinscher,train
wheaten_terrier_27.jpg,wheaten_terrier,train
Bengal_102.jpg,Bengal,train
japanese_chin_110.jpg,japanese_chin,train
pug_145.jpg,pug,train
Sphynx_132.jpg,Sphynx,train
wheaten_terrier_45.jpg,wheaten_terrier,train
Russian_Blue_191.jpg,Russian_Blue,train
Siamese_210.jpg,Siamese,train
Bombay_194.jpg,Bombay,train
beagle_157.jpg,beagle,train
Maine_Coon_117.jpg,Maine_Coon,train
havanese_52.jpg,havanese,train
saint_bernard_92.jpg,saint_bernard,train
pomeranian_67.jpg,pomeranian,train
great_pyrenees_27.jpg,great_pyrenees,train
staffordshire_bull_terrier_181.jpg,staffordshire_bull_terrier,train
chihuahua_135.jpg,chihuahua,train
japanese_chin_90.jpg,japanese_chin,train
pomeranian_80.jpg,pomeranian,train
american_pit_bull_terrier_145.jpg,american_pit_bull_terrier,train
saint_bernard_136.jpg,saint_bernard,train
staffordshire_bull_terrier_58.jpg,staffordshire_bull_terrier,train
samoyed_74.jpg,samoyed,train
english_cocker_spaniel_118.jpg,english_cocker_spaniel,train
american_bulldog_76.jpg,american_bulldog,train
scottish_terrier_27.jpg,scottish_terrier,train
havanese_168.jpg,havanese,train
Bombay_210.jpg,Bombay,train
havanese_89.jpg,havanese,train
staffordshire_bull_terrier_185.jpg,staffordshire_bull_terrier,train
yorkshire_terrier_33.jpg,yorkshire_terrier,train
Siamese_240.jpg,Siamese,train
Ragdoll_178.jpg,Ragdoll,train
boxer_37.jpg,boxer,train
chihuahua_59.jpg,chihuahua,train
Maine_Coon_100.jpg,Maine_Coon,train
Bengal_194.jpg,Bengal,train
american_pit_bull_terrier_6.jpg,american_pit_bull_terrier,train
scottish_terrier_134.jpg,scottish_terrier,train
samoyed_158.jpg,samoyed,train
boxer_86.jpg,boxer,train
german_shorthaired_91.jpg,german_shorthaired,train
boxer_142.jpg,boxer,train
pug_150.jpg,pug,train
chihuahua_145.jpg,chihuahua,train
Sphynx_117.jpg,Sphynx,train
newfoundland_169.jpg,newfoundland,train
english_setter_97.jpg,english_setter,train
saint_bernard_68.jpg,saint_bernard,train
Maine_Coon_43.jpg,Maine_Coon,train
wheaten_terrier_199.jpg,wheaten_terrier,train
saint_bernard_121.jpg,saint_bernard,train
Persian_85.jpg,Persian,train
english_cocker_spaniel_84.jpg,english_cocker_spaniel,train
Bombay_109.jpg,Bombay,train
boxer_180.jpg,boxer,train
Russian_Blue_66.jpg,Russian_Blue,train
wheaten_terrier_118.jpg,wheaten_terrier,train
British_Shorthair_88.jpg,British_Shorthair,train
havanese_42.jpg,havanese,train
pomeranian_97.jpg,pomeranian,train
pug_109.jpg,pug,train
english_cocker_spaniel_150.jpg,english_cocker_spaniel,train
Sphynx_249.jpg,Sphynx,train
newfoundland_72.jpg,newfoundland,train
saint_bernard_25.jpg,saint_bernard,train
wheaten_terrier_183.jpg,wheaten_terrier,train
staffordshire_bull_terrier_156.jpg,staffordshire_bull_terrier,train
havanese_102.jpg,havanese,train
american_pit_bull_terrier_198.jpg,american_pit_bull_terrier,train
Siamese_74.jpg,Siamese,train
miniature_pinscher_115.jpg,miniature_pinscher,train
newfoundland_123.jpg,newfoundland,train
Abyssinian_36.jpg,Abyssinian,train
samoyed_191.jpg,samoyed,train
english_cocker_spaniel_13.jpg,english_cocker_spaniel,train
Egyptian_Mau_164.jpg,Egyptian_Mau,train
wheaten_terrier_155.jpg,wheaten_terrier,train
British_Shorthair_72.jpg,British_Shorthair,train
Bombay_183.jpg,Bombay,train
British_Shorthair_185.jpg,British_Shorthair,train
american_bulldog_152.jpg,american_bulldog,train
British_Shorthair_39.jpg,British_Shorthair,train
newfoundland_21.jpg,newfoundland,train
leonberger_156.jpg,leonberger,train
havanese_195.jpg,havanese,train
german_shorthaired_115.jpg,german_shorthaired,train
wheaten_terrier_98.jpg,wheaten_terrier,train
Birman_23.jpg,Birman,train
english_setter_112.jpg,english_setter,train
german_shorthaired_167.jpg,german_shorthaired,train
havanese_142.jpg,havanese,train
leonberger_80.jpg,leonberger,train
